Date,Open,High,Low,Close,ValChange,PctChange,Volume,Amount
3/2/10,2312.492,2320.312,2293.917,2302.185,-8.89,-0.3847,1521233800,20304283982
3/3/10,2304.056,2312.419,2287.037,2311.841,9.656,0.4194,1584584600,21138516899
3/4/10,2312.299,2312.783,2259.176,2261.926,-49.915,-2.1591,1962071600,24267036362
3/5/10,2264.678,2276.763,2258.962,2267.939,6.013,0.2658,1334753700,16806363583
3/8/10,2272.607,2290.091,2265.195,2284.682,16.743,0.7382,1237555300,15481047925
3/9/10,2284.024,2315.36,2266.818,2302.393,17.711,0.7752,1875209400,23070609647
3/10/10,2301.705,2318.312,2286.185,2292.503,-9.89,-0.4296,1626450300,21251366719
3/11/10,2296.931,2316.382,2282.887,2300.043,7.54,0.3289,1831078200,25256997726
3/12/10,2300.613,2306.99,2273.862,2274.532,-25.511,-1.1092,1425631700,18663941964
3/15/10,2274.714,2276.445,2232.953,2240.731,-33.801,-1.4861,1391240300,17651572544
3/16/10,2239.427,2262.006,2234.669,2261.515,20.784,0.9276,1155131500,15559100981
3/17/10,2266.958,2307.399,2260.102,2307.083,45.568,2.0149,1722384600,24603699676
3/18/10,2307.257,2318.05,2288.894,2294.947,-12.136,-0.526,1581029300,21834936837
3/19/10,2296.776,2313.026,2282.378,2310.546,15.599,0.6797,1539076000,20301268717
3/22/10,2314.442,2330.671,2310.074,2316.631,6.085,0.2634,1920785800,24475053603
3/23/10,2319.198,2321.263,2290.432,2292.004,-24.627,-1.0631,1656625400,20855614983
3/24/10,2298.883,2313.427,2289.113,2291.833,-0.171,-0.0075,1635631500,18866986145
3/25/10,2286.613,2286.613,2253.609,2259.141,-32.692,-1.4265,1589812300,18904034655
3/26/10,2257.402,2302.513,2253.838,2292.673,33.532,1.4843,1977534300,22742345838
3/29/10,2309.916,2368.696,2306.283,2363.976,71.303,3.11,3901410300,46144394431
3/30/10,2364.79,2372.794,2355.319,2368.51,4.534,0.1918,1864503500,23564042955
3/31/10,2370.827,2372.558,2345.848,2350.818,-17.692,-0.747,2056242600,25053244299
4/1/10,2352.997,2381.388,2352.997,2376.597,25.779,1.0966,2338267100,29731727221
4/2/10,2382.545,2386.14,2370.659,2379.194,2.597,0.1093,2242364000,31142340795
4/6/10,2391.253,2403.816,2367.099,2378.575,-0.619,-0.026,2141964800,29045006305
4/7/10,2376.778,2377.106,2349.505,2362.281,-16.294,-0.685,1768771500,22959601388
4/8/10,2358.179,2358.179,2316.708,2325.672,-36.609,-1.5497,2126680800,27970724842
4/9/10,2327.264,2346.393,2322.474,2345.754,20.082,0.8635,1569533000,21335218236
4/12/10,2350.116,2353.788,2301.646,2317.383,-28.371,-1.2095,2556991100,32943230536
4/13/10,2316.994,2368.912,2315.279,2364.837,47.454,2.0477,2919577500,39796703985
4/14/10,2367.002,2371.068,2352.843,2366.611,1.774,0.075,2066106200,29640527910
4/15/10,2370.197,2374.558,2343.244,2366.572,-0.039,-0.0016,2140163800,30379309622
4/16/10,2361.339,2361.339,2328.23,2329.12,-37.452,-1.5825,1669181100,22220603517
4/19/10,2296.882,2296.882,2208.772,2210.82,-118.3,-5.0792,3648958700,43937566892
4/20/10,2214.309,2224.733,2180.401,2204.812,-6.008,-0.2718,2376079200,29866748137
4/21/10,2207.499,2239.291,2189.972,2238.501,33.689,1.528,2382303200,29954725912
4/22/10,2224.325,2224.325,2186.286,2196.224,-42.277,-1.8886,2680863200,32548822891
4/23/10,2195.405,2208.796,2169.47,2185.155,-11.069,-0.504,2323821900,28752867540
4/26/10,2190.095,2197.591,2168.389,2170.319,-14.836,-0.6789,1795705400,22406860183
4/27/10,2165.936,2165.936,2103.416,2131.841,-38.478,-1.7729,2641215500,29773120838
4/28/10,2115.675,2137.431,2103.717,2126.529,-5.312,-0.2492,1621543400,18696454347
4/29/10,2139.995,2156.083,2123.855,2124.392,-2.137,-0.1005,1674506900,19826980556
4/30/10,2133.069,2150.033,2114.119,2149.453,25.061,1.1797,2116768700,24700872546
5/4/10,2103.673,2130.757,2096.118,2109.812,-39.641,-1.8442,1583137900,18275086865
5/5/10,2078.193,2110.783,2051.186,2110.045,0.233,0.011,2425819400,30562916109
5/6/10,2089.653,2089.653,2005.062,2007.012,-103.033,-4.883,2274733700,27533104795
5/7/10,1969.623,2012.969,1956.829,1980.168,-26.844,-1.3375,2576883400,29708888806
5/10/10,1987.1,2016.855,1968.004,2007.522,27.354,1.3814,1926936400,22960072553
5/11/10,2048.249,2051.272,1957.758,1967.66,-39.862,-1.9856,2427543700,28950358960
5/12/10,1956.506,2002.807,1943.515,2001.131,33.471,1.7011,2327024200,27358025265
5/13/10,1999.107,2044.825,1996.954,2041.556,40.425,2.0201,2468601100,28479328730
5/14/10,2024.617,2035.406,2012.492,2019.73,-21.826,-1.0691,1591753700,18731949770
5/17/10,1994.469,1994.469,1924.036,1927.692,-92.038,-4.5569,2123860200,23632146922
5/18/10,1928.987,1977.137,1919.074,1968.37,40.678,2.1102,2197260100,23126929205
5/19/10,1952.915,1986.601,1932.825,1956.22,-12.15,-0.6173,1822032300,18859231842
5/20/10,1939.496,1971.258,1920.994,1925.244,-30.976,-1.5835,1614273900,18467151059
5/21/10,1879.261,1944.702,1874.318,1943.429,18.185,0.9446,2098663300,21335366192
5/24/10,1955.069,2017.324,1955.069,2007.763,64.334,3.3103,2944582700,31709151109
5/25/10,1992.166,1994.187,1950.637,1958.458,-49.305,-2.4557,2090538500,22220182886
5/26/10,1962.926,1974.787,1948.403,1957.943,-0.515,-0.0263,1385329900,14345503434
5/27/10,1952.966,1987.882,1927.671,1982.952,25.009,1.2773,1899476300,20134276361
5/28/10,2001.195,2005.398,1964.408,1973.622,-9.33,-0.4705,1859204600,19435453572
5/31/10,1961.699,1975.587,1924.893,1926.109,-47.513,-2.4074,1757968000,17448137940
6/1/10,1916.623,1938.176,1895.906,1911.432,-14.677,-0.762,1832761800,17833765461
6/2/10,1897.577,1908.541,1876.197,1907.902,-3.53,-0.1847,1681103800,15780616580
6/3/10,1915.154,1927.404,1894.362,1895.147,-12.755,-0.6685,1482624100,14712167740
6/4/10,1884.428,1899.232,1877.699,1894.45,-0.697,-0.0368,1262509800,13017491081
6/7/10,1863.674,1873.268,1843.405,1853.363,-41.087,-2.1688,1565478300,15224534159
6/8/10,1853.582,1866.914,1829.442,1845.13,-8.233,-0.4442,1301961100,13662957057
6/9/10,1854.097,1914.076,1829.547,1906.896,61.766,3.3475,2465362600,25915470215
6/10/10,1882.6,1891.961,1871.994,1873.824,-33.072,-1.7343,1474179900,14839141180
6/11/10,1884.505,1901.245,1880.626,1883.196,9.372,0.5002,1334345400,14233750234
6/17/10,1897.62,1901.571,1881.672,1882.133,-1.063,-0.0564,1064799400,10797522281
6/18/10,1881.852,1900.472,1865.328,1870.871,-11.262,-0.5984,1414844700,15107373284
6/21/10,1880.127,1938.74,1873.694,1933.616,62.745,3.3538,2404323900,26023553545
6/22/10,1926.629,1937.958,1920.52,1930.002,-3.614,-0.1869,1330734700,14202509388
6/23/10,1921.401,1933.361,1898.265,1913.626,-16.376,-0.8485,1242172300,12853256176
6/24/10,1907.911,1935.858,1902.053,1914.646,1.02,0.0533,1063107600,11438643466
6/25/10,1905.805,1927.227,1901.003,1915.91,1.264,0.066,1254010200,12715860130
6/28/10,1915.296,1931.51,1907.339,1910.469,-5.441,-0.284,1115478800,11500174286
6/29/10,1911.171,1914.9,1832.247,1833.037,-77.432,-4.053,2067933500,18726720633
6/30/10,1821.814,1830.618,1810.578,1819.109,-13.928,-0.7598,1423527100,12286540217
7/1/10,1814.567,1826.518,1798.197,1799.881,-19.228,-1.057,1190818800,10840577959
7/2/10,1798.355,1817.282,1771.491,1812.58,12.699,0.7055,1820285700,15325113770
7/5/10,1795.477,1811.332,1776.38,1797.66,-14.92,-0.8231,1262019900,11016526935
7/6/10,1793.245,1826.619,1790.858,1826.395,28.735,1.5985,1591141300,13452268567
7/7/10,1822.331,1829.806,1810.529,1829.557,3.162,0.1731,1151635400,10774505575
7/8/10,1837.237,1846.435,1822.318,1828.131,-1.426,-0.0779,1165301900,11413910786
7/9/10,1830.285,1883.432,1815.576,1870.303,42.172,2.3068,2075979400,20852987305
7/12/10,1868.421,1897.632,1859.506,1887.671,17.368,0.9286,2115138400,23168415843
7/13/10,1867.309,1869.037,1848.547,1859.152,-28.519,-1.5108,1486955300,15104003481
7/14/10,1863.747,1893.682,1863.443,1873.038,13.886,0.7469,1763937200,17694633395
7/15/10,1870.365,1890.752,1839.969,1840.668,-32.37,-1.7282,1466386400,13907413275
7/16/10,1833.996,1844.397,1818.176,1839.219,-1.449,-0.0787,1169994400,11060297314
7/19/10,1822.443,1884.632,1818.515,1878.528,39.309,2.1373,1729834400,17645179053
7/20/10,1880.249,1915.49,1880.24,1909.965,31.437,1.6735,2553464200,25605616334
7/21/10,1912.203,1925.484,1903.296,1914.33,4.365,0.2285,2259816900,20787652385
7/22/10,1906.929,1936.23,1903.992,1933.877,19.547,1.0211,2047407900,19710032876
7/23/10,1937.373,1956.417,1932.093,1945.451,11.574,0.5985,2424473500,23558455190
7/26/10,1948.629,1955.672,1929.847,1951.87,6.419,0.3299,1649231900,17167232454
7/27/10,1945.04,1947.412,1931.191,1936.074,-15.796,-0.8093,1515353800,15624419631
7/28/10,1937.858,1986.258,1929.796,1983.628,47.554,2.4562,2996562500,28729137007
7/29/10,1984.464,2002.112,1979.041,1993.87,10.242,0.5163,3976729800,32599753362
7/30/10,1990.454,1991.341,1972.567,1986.76,-7.11,-0.3566,2256868100,19379790449
8/2/10,1984.124,2019.249,1982.752,2015.655,28.895,1.4544,2627898500,22355380236
8/3/10,2019.66,2022.545,1978.072,1978.414,-37.241,-1.8476,2890122100,25408281859
8/4/10,1975.738,1988.31,1948.911,1981.525,3.111,0.1572,2472010900,22054055834
8/5/10,1980.775,1980.775,1945.381,1954.336,-27.189,-1.3721,2385687400,21812079253
8/6/10,1953.063,1980.852,1934.57,1979.228,24.892,1.2737,2400015200,22212498360
8/9/10,1974.968,1992.433,1968.201,1988.017,8.789,0.4441,2543824000,25108659101
8/10/10,1989.549,1991.898,1933.72,1934.587,-53.43,-2.6876,2937958700,25380027279
8/11/10,1930.361,1950.788,1928.304,1939.844,5.257,0.2717,2060559300,16598116610
8/12/10,1924.716,1941.676,1911.685,1914.451,-25.393,-1.309,2084903400,17383936432
8/13/10,1915.811,1931.71,1902.625,1930.671,16.22,0.8472,2270082400,18400212711
8/16/10,1926.391,1974.72,1920.458,1971.295,40.624,2.1041,2793326600,27485451199
8/17/10,1974.685,1984.488,1965.449,1979.789,8.494,0.4309,2540554800,25307316270
8/18/10,1982.294,1997.448,1971.463,1974.664,-5.125,-0.2589,2491141000,23947621607
8/19/10,1979.219,2005.296,1972.045,1994.162,19.498,0.9874,2862552800,28655108870
8/20/10,1985.583,1998.415,1964,1967.061,-27.101,-1.359,2598319800,24863385334
8/23/10,1963.312,1982.467,1957.802,1962.778,-4.283,-0.2177,1539157500,15385989842
8/24/10,1959.61,1979.711,1938.679,1960.055,-2.723,-0.1387,1926221400,17586903454
8/25/10,1948.457,1954.945,1914.763,1914.997,-45.058,-2.2988,2240860400,19242828809
8/26/10,1922.9,1930.215,1907.461,1914.636,-0.361,-0.0189,1434999000,14067579330
8/27/10,1914.215,1919.07,1903.912,1917.581,2.945,0.1538,1243820000,12397953040
8/30/10,1926.115,1948.417,1922.916,1942.559,24.978,1.3026,2173314800,20676278373
8/31/10,1935.406,1935.521,1916.718,1923.907,-18.652,-0.9602,2061555100,20071056070
9/1/10,1927.719,1949.933,1905.726,1917.33,-6.577,-0.3419,2506857400,23828261203
9/2/10,1941.086,1945.51,1928.544,1935.922,18.592,0.9697,2166539300,25716066256
9/3/10,1937.847,1938.121,1913.408,1929.186,-6.736,-0.3479,2331474300,24025999163
9/6/10,1938.539,1977.661,1936.502,1975.677,46.491,2.4099,3344016400,33385822026
9/7/10,1979.285,1983.507,1962.794,1973.14,-2.537,-0.1284,2275479500,23688060997
9/8/10,1963.633,1963.633,1946.042,1956.33,-16.81,-0.8519,2563014100,28704683915
9/9/10,1957.957,1957.957,1915.088,1918.286,-38.044,-1.9447,2568193300,27128256132
9/10/10,1920.091,1926.822,1897.954,1915.645,-2.641,-0.1377,1936324600,18684781533
9/13/10,1914.379,1936.084,1906.856,1922.142,6.497,0.3392,2188147500,21721325384
9/14/10,1928.086,1939.818,1918.17,1925.014,2.872,0.1494,2228688200,23013732690
9/15/10,1926.504,1926.504,1889.068,1893.027,-31.987,-1.6617,2182084600,22400750676
9/16/10,1890.258,1895.134,1845.073,1858.449,-34.578,-1.8266,2721340200,23573730207
9/17/10,1864.718,1869.008,1852.244,1857.31,-1.139,-0.0613,1729919400,16869149361
9/20/10,1859.424,1873.706,1844.157,1860.854,3.544,0.1908,1578651500,16352627839
9/21/10,1868.255,1873.347,1858.75,1864.414,3.56,0.1913,1080576200,11573442030
9/27/10,1869.983,1882.309,1863.434,1881.545,17.131,0.9188,1745246600,19002710165
9/28/10,1876.492,1876.527,1860.683,1863.881,-17.664,-0.9388,2261755600,29124846354
9/29/10,1859.762,1889.789,1859.141,1868.749,4.868,0.2612,2331789700,27689669015
9/30/10,1858.454,1914.239,1856.816,1913.109,44.36,2.3738,2726977600,30998073996
10/8/10,1933.419,1997.489,1932.595,1990.014,76.905,4.0199,4058764600,48462232480
10/11/10,2005.696,2084.305,2005.696,2066.948,76.934,3.866,6774527500,78646529230
10/12/10,2058.092,2094.736,2047.905,2091.781,24.833,1.2014,4972006400,61450369098
10/13/10,2093.461,2126.52,2088.954,2125.614,33.833,1.6174,5451513200,64595333752
10/14/10,2152.865,2201.643,2152.865,2160.837,35.223,1.6571,8755222200,89103135942
10/15/10,2148.922,2255.566,2144.204,2254.392,93.555,4.3296,9678674100,1.00059E+11
10/18/10,2270.413,2321.691,2238.566,2241.722,-12.67,-0.562,9733763100,1.04927E+11
10/19/10,2236.986,2278.583,2219.614,2278.353,36.631,1.6341,5226031100,57882421190
10/20/10,2240.735,2320.813,2239.04,2285.214,6.861,0.3011,6812685300,83415553750
10/21/10,2287.371,2290.769,2228.038,2245.248,-39.966,-1.7489,4869622900,56319421533
10/22/10,2234.37,2255.694,2212.608,2231.057,-14.191,-0.632,3896819100,48177724060
10/25/10,2232.015,2295.106,2206.865,2294.451,63.394,2.8414,5091814400,64066966815
10/26/10,2300.699,2310.011,2255.13,2272.208,-22.243,-0.9694,5484627600,66862109917
10/27/10,2259.696,2291.618,2222.101,2225.371,-46.837,-2.0613,4290418800,51998971522
10/28/10,2216.275,2237.683,2204.523,2224.238,-1.133,-0.0509,3501199300,41171938067
10/29/10,2226.718,2228.121,2180.86,2189.479,-34.759,-1.5627,3592866600,43788096995
11/1/10,2198.465,2238.471,2198.465,2238.471,48.992,2.2376,4228725000,49973079865
11/2/10,2248.009,2265.399,2205.946,2231.704,-6.767,-0.3023,5249387000,68576868936
11/3/10,2232.319,2258.464,2203.318,2226.468,-5.236,-0.2346,5226784200,59939381812
11/4/10,2230.844,2259.235,2228.05,2254.763,28.295,1.2708,4338467800,51103807982
11/5/10,2298.528,2308.039,2263.273,2279.004,24.241,1.0751,5304666100,64736998324
11/8/10,2287.5,2294.686,2270.251,2289.964,10.96,0.4809,4145977400,49273612743
11/9/10,2290.753,2290.753,2244.084,2257.348,-32.616,-1.4243,4364449500,53521977767
11/10/10,2242.613,2242.613,2210.298,2226.16,-31.188,-1.3816,4299071000,53362233643
11/11/10,2227.064,2278.756,2218.574,2252.283,26.123,1.1735,5297751100,68328863306
11/12/10,2234.784,2248.28,2126.782,2130.581,-121.702,-5.4035,6316888400,75970934226
11/15/10,2135.514,2144.083,2086.191,2126.697,-3.884,-0.1823,4482812500,49058792838
11/16/10,2120.954,2120.954,2028.593,2032.498,-94.199,-4.4294,3971753000,47857074142
11/17/10,2004.737,2047.179,2001.385,2013.607,-18.891,-0.9294,3152332100,38575586031
11/18/10,2032.624,2046.169,2010.351,2037.462,23.855,1.1847,2526344200,30929944974
11/19/10,2048.428,2049.36,1978.693,2039.445,1.983,0.0973,3119569700,36972046435
11/22/10,2015.833,2037.828,2010.073,2019.668,-19.777,-0.9697,2698695600,31596682612
11/23/10,2009.804,2009.804,1957.081,1981.261,-38.407,-1.9016,2670064400,30711105880
11/24/10,1972.325,2026.294,1972.325,2014.155,32.894,1.6603,2805480300,31784370048
11/25/10,2024.247,2042.016,1997.901,2041.337,27.182,1.3495,2889549700,32602491397
11/26/10,2034.146,2040.978,2008.597,2018.397,-22.94,-1.1238,2144205000,25936824785
11/29/10,2008.981,2023.856,1997.329,2011.898,-6.499,-0.322,1846357700,22228242202
11/30/10,2010.072,2021.268,1943.392,1979.891,-32.007,-1.5909,2778163800,30974119971
12/1/10,1975.821,1992.457,1968.317,1984.305,4.414,0.2229,1509774100,17176086603
12/2/10,2016.156,2019.866,1997.234,1998.149,13.844,0.6977,2197471900,24021907305
12/3/10,2003.912,2014.906,1994.916,2008.12,9.971,0.499,1620281600,20508348778
12/6/10,2016.108,2038.88,2011.266,2032.03,23.91,1.1907,2298917500,27985851234
12/7/10,2023.52,2056.063,2000.195,2046.723,14.693,0.7231,2271746200,29061596404
12/8/10,2040.024,2050.751,2016.06,2018.461,-28.262,-1.3808,2199958200,26545444375
12/9/10,2007.766,2026.275,1994.447,1996.384,-22.077,-1.0938,2500367500,25680277398
12/10/10,1988.07,2026.64,1985.176,2021.651,25.267,1.2656,2210962800,24117240208
12/13/10,2027.448,2074.575,2021.808,2074.334,52.683,2.6059,3880210800,41746060630
12/14/10,2078.195,2084.194,2064.182,2069.921,-4.413,-0.2127,3070331500,32688855163
12/15/10,2070.055,2076.333,2052.268,2054.017,-15.904,-0.7683,2543175500,29334271123
12/16/10,2053.031,2056.49,2032.807,2036.554,-17.463,-0.8502,2121096900,23585059476
12/17/10,2036.507,2036.85,2023.89,2032.138,-4.416,-0.2168,1555431500,18732328920
12/20/10,2039.286,2045.032,1969.98,1999.525,-32.613,-1.6049,2381516400,27612777762
12/21/10,2004.178,2052.549,1996.784,2049.223,49.698,2.4855,2763161600,31499545566
12/22/10,2051.802,2057.977,2012.641,2021.976,-27.247,-1.3296,2368301800,27126029327
12/23/10,2018.401,2048.992,2008.046,2017.665,-4.311,-0.2132,2341881600,24551079769
12/24/10,2003.82,2025.044,1994.431,2013.25,-4.415,-0.2188,2111364300,22879214278
12/27/10,2028.554,2045.235,1974.277,1977.692,-35.558,-1.7662,2781087200,32476957954
12/28/10,1969.454,1979.159,1949,1950.329,-27.363,-1.3836,2154408200,23170829077
12/29/10,1954.472,1960.151,1936.268,1953.334,3.005,0.1541,1861305700,18952829880
12/30/10,1954.089,1957.638,1925.231,1946.515,-6.819,-0.3491,2279194200,22655366127
12/31/10,1949.261,1978.039,1946.337,1977.366,30.851,1.5849,2563222400,28370012279
1/4/11,1994.362,2021.931,1985.321,2015.112,37.746,1.9089,3289251000,42492571399
1/5/11,1999.184,2011.508,1993.206,1999.219,-15.893,-0.7887,2887316800,35826087862
1/6/11,1999.749,2010.557,1978.824,1984.278,-14.941,-0.7473,2091860100,29518584156
1/7/11,1983.235,2035.88,1969.322,2006.374,22.096,1.1136,3959344700,45506797014
1/10/11,2001.395,2019.711,1973.803,1975.744,-30.63,-1.5266,2752753800,29511562005
1/11/11,1969.487,2004.031,1968.219,1999.764,24.02,1.2157,2514417500,26619829405
1/12/11,2006.05,2021.369,1987.418,2017.149,17.385,0.8694,2630861000,26791197821
1/13/11,2024.705,2026.151,2007.949,2014.167,-2.982,-0.1478,2230695300,23931252479
1/14/11,2005.309,2006.647,1978.503,1982.623,-31.544,-1.5661,2053374300,23559236388
1/17/11,1968.953,1978.143,1912.07,1918.422,-64.201,-3.2382,2748459900,29934147866
1/18/11,1915.761,1929.774,1905.456,1923.695,5.273,0.2749,1692349300,18046328343
1/19/11,1923.54,1954.285,1913.106,1953.352,29.657,1.5417,1926488400,21155259516
1/20/11,1947.806,1947.806,1894.384,1895.004,-58.348,-2.9871,2131854800,22960969983
1/21/11,1890.756,1959.97,1890.756,1925.838,30.834,1.6271,3029985600,28405308468
1/24/11,1926.39,1937.378,1905.698,1911.754,-14.084,-0.7313,2572574000,23841911028
1/25/11,1910.225,1921.54,1899.055,1911.306,-0.448,-0.0234,1969857700,19669349901
1/26/11,1912.345,1929.318,1910.655,1926.036,14.73,0.7707,1464072200,15243838872
1/27/11,1911.103,1954.918,1899.895,1949.372,23.336,1.2116,3054712300,30327660185
1/28/11,1944.396,1952.844,1929.875,1945.141,-4.231,-0.217,2376026000,24494265093
1/31/11,1944.739,1965.561,1941.079,1964.106,18.965,0.975,2276221600,23760658937
2/1/11,1968.713,1972.992,1959.322,1968.687,4.581,0.2332,1729254200,19820942599
2/9/11,1958.247,1976.758,1940.381,1943.001,-25.686,-1.3047,1974239600,22202138430
2/10/11,1939.716,1977.009,1932.13,1975.98,32.979,1.6973,2004692400,23018226804
2/11/11,1972.445,1982.39,1964.989,1976.473,0.493,0.0249,2533390500,28220139685
2/14/11,1976.279,2053.02,1976.279,2047.694,71.221,3.6034,4888772300,52648992889
2/15/11,2050.021,2070.944,2040.912,2042.644,-5.05,-0.2466,4206514500,49098245351
2/16/11,2038.4,2051.819,2023.864,2051.488,8.844,0.433,3281702300,38727065833
2/17/11,2054.884,2065.773,2035.366,2046.975,-4.513,-0.22,2883692200,36008845612
2/18/11,2043.68,2047.888,2025.344,2030.318,-16.657,-0.8137,2325014700,28236902683
2/21/11,2019.559,2046.744,2017.642,2046.085,15.767,0.7766,2714492300,29939761142
2/22/11,2051.813,2053.332,1989.728,1991.013,-55.072,-2.6916,3801408500,44240040252
2/23/11,1984.118,1998.087,1981.186,1995.679,4.666,0.2344,2553809200,31210602641
2/24/11,1993.884,2008.888,1985.798,2002.832,7.153,0.3584,2300570800,28901415549
2/25/11,2003.398,2019.453,1985.765,2006.66,3.828,0.1911,2137767200,27860801750
2/28/11,2009.085,2023.888,1990.58,2021.849,15.189,0.7569,2293960600,30829213330
3/1/11,2022.72,2048.976,2020.527,2035.365,13.516,0.6685,3102744300,39193673209
3/2/11,2024.225,2050.159,2019.483,2040.892,5.527,0.2715,3090806300,40175976822
3/3/11,2046.296,2083.238,2042.154,2051.649,10.757,0.5271,4916583100,54301044720
3/4/11,2053.008,2083.295,2049.735,2080.143,28.494,1.3888,3205586300,38260164651
3/7/11,2092.317,2127.104,2092.317,2123.28,43.137,2.0738,4559723700,59123758420
3/8/11,2123.75,2135.853,2108.038,2123.781,0.501,0.0236,3033910300,41101260033
3/9/11,2129.698,2139.235,2113.531,2120.211,-3.57,-0.1681,2651795700,33988584073
3/10/11,2114.485,2114.485,2070.473,2071.724,-48.487,-2.2869,2888886700,38022502758
3/11/11,2061.773,2075.384,2044.003,2049.113,-22.611,-1.0914,2119912000,27708896655
3/14/11,2045.669,2056.912,2039.593,2053.52,4.407,0.2151,1854110600,22422119061
3/15/11,2045.417,2045.417,1989.646,2018.389,-35.131,-1.7108,3086522800,36493981768
3/16/11,2021.204,2053.404,2021.204,2048.93,30.541,1.5131,2331858000,31082544105
3/17/11,2030.703,2047.406,2016.112,2023.047,-25.883,-1.2632,2581250500,34180876855
3/18/11,2043.246,2048.36,2030.161,2034.485,11.438,0.5654,2105840000,27354465636
3/21/11,2040.1,2051.272,2028.421,2036.231,1.746,0.0858,1984100100,25245862105
3/22/11,2044.488,2059.916,2022.682,2054.753,18.522,0.9096,2102472500,25201358435
3/23/11,2052.497,2077.71,2048.353,2074.808,20.055,0.976,2477927200,29670711424
3/24/11,2077.841,2080.627,2063.125,2064.165,-10.643,-0.513,1892757000,23190490722
3/25/11,2067.456,2105.183,2066.905,2096.286,32.121,1.5561,3283568400,39724109464
3/28/11,2105.093,2126.526,2100.98,2103.043,6.757,0.3223,3524767800,41085575876
3/29/11,2105.207,2130.06,2093.363,2097.564,-5.479,-0.2605,3978746800,44661718636
3/30/11,2097.945,2113.386,2085.076,2101.44,3.876,0.1848,2905956100,35112365981
3/31/11,2102.696,2109.328,2076.545,2083.748,-17.692,-0.8419,2259495700,27697595283
4/1/11,2086.98,2126.826,2085.861,2126.451,42.703,2.0493,2498420700,30828380311
4/6/11,2130.077,2180.984,2130.077,2175.778,49.327,2.3197,5280148400,60827919131
4/7/11,2178.563,2185.259,2165.818,2174.401,-1.377,-0.0633,3475074300,39999110353
