Date,Open,High,Low,Close,Volume,Amount,MA10,SMA10,EMA10,WMA10,RSI10,VWAP10
3/12/10,2300.613,2306.99,2273.862,2274.532,1425631700,18663941964.0,2290.8912,2292.6123602558496,2285.259951469061,2291.1369636363634,44.07699692990664,2358.207167362704
3/15/10,2274.714,2276.445,2232.953,2240.731,1391240300,17651572544.0,2290.9119,2288.22634871917,2277.1637784746863,2288.1625636363633,73.9393883834023,2356.739987143029
3/16/10,2239.427,2262.006,2234.669,2261.515,1155131500,15559100981.0,2283.8775,2273.726623607058,2274.3185460247432,2279.0387636363635,22.235717011123583,2355.581635203248
3/17/10,2266.958,2307.399,2260.102,2307.083,1722384600,24603699676.0,2279.8105,2270.3358946253747,2280.2757194747896,2274.972854545454,52.07951083297442,2354.5353373807397
3/18/10,2307.257,2318.05,2288.894,2294.947,1581029300,21834936837.0,2279.3347,2279.9500510323787,2282.943225024828,2279.931490909091,26.68132498586911,2353.739018751696
3/19/10,2296.776,2313.026,2282.378,2310.546,1539076000,20301268717.0,2282.6367999999998,2284.618988089889,2287.96191138395,2282.7700909090913,63.27826129310788,2353.0052908123844
3/22/10,2314.442,2330.671,2310.074,2316.631,1920785800,24475053603.0,2286.8974999999996,2292.870039972323,2293.1744729505044,2287.8444909090913,73.15742572497777,2352.416281678422
3/23/10,2319.198,2321.263,2290.432,2292.004,1656625400,20855614983.0,2290.0924000000005,2300.4986198941306,2292.9616596867763,2293.250581818182,74.51678287576587,2351.660164506799
3/24/10,2298.883,2313.427,2289.113,2291.833,1635631500,18866986145.0,2289.0535000000004,2297.67086590463,2292.756448834635,2293.598145454546,38.38916613093134,2350.8905415558975
3/25/10,2286.613,2286.613,2253.609,2259.141,1589812300,18904034655.0,2288.9865,2296.132492470987,2286.64454904652,2294.103509090909,59.2322842924078,2349.726961895468
3/26/10,2257.402,2302.513,2253.838,2292.673,1977534300,22742345838.0,2284.8963,2284.314422121967,2287.7406310380616,2288.6770545454547,21.977499472439778,2348.6025808075156
3/29/10,2309.916,2368.696,2306.283,2363.976,3901410300,46144394431.0,2286.7103999999995,2285.8672008962317,2301.601607212959,2290.091,29.527164586742437,2348.5290785714496
3/30/10,2364.79,2372.794,2355.319,2368.51,1864503500,23564042955.0,2299.0348999999997,2309.886937184884,2313.7667695378755,2304.139290909091,81.46767390336827,2348.7867252848228
3/31/10,2370.827,2372.558,2345.848,2350.818,2056242600,25053244299.0,2309.7344,2328.761039244062,2320.503356894625,2316.7711272727274,86.62513040053724,2348.911928677738
4/1/10,2352.997,2381.388,2352.997,2376.597,2338267100,29731727221.0,2314.1079,2335.035315508657,2330.7022010956025,2324.2408727272727,49.1187890427682,2349.304660577502
4/2/10,2382.545,2386.14,2370.659,2379.194,2242364000,31142340795.0,2322.2729,2347.9444539969754,2339.518891805493,2335.602527272727,77.94897528891114,2349.812073727312
4/6/10,2391.253,2403.816,2367.099,2378.575,2141964800,29045006305.0,2329.1377,2357.491203986899,2346.620002386312,2345.9518181818185,73.77793444592695,2350.353722549253
4/7/10,2376.778,2377.106,2349.505,2362.281,1768771500,22959601388.0,2335.3321,2363.120690995117,2349.467456497892,2354.9404181818186,40.86147015273027,2350.5206024151125
4/8/10,2358.179,2358.179,2316.708,2325.672,2126680800,27970724842.0,2342.3598,2362.8639533698242,2345.1410098619112,2359.8402181818183,64.21347828039991,2350.2543295892506
4/9/10,2327.264,2346.393,2322.474,2345.754,1569533000,21335218236.0,2345.7437,2350.7828992748464,2345.252462614291,2356.8060727272727,26.970650541810897,2350.116665167729
4/12/10,2350.116,2353.788,2301.646,2317.383,2556991100,32943230536.0,2354.4049999999997,2350.221425497339,2340.1852875935106,2356.8079454545455,78.10627766069864,2349.6443363519716
4/13/10,2316.994,2368.912,2315.279,2364.837,2919577500,39796703985.0,2356.876,2342.384031116082,2344.667417121963,2350.0766727272726,79.81645669895163,2349.644983586244
4/14/10,2367.002,2371.068,2352.843,2366.611,2066106200,29640527910.0,2356.9620999999997,2349.247996059154,2348.6571594634243,2351.5241272727276,57.26461815215038,2349.8426499455522
4/15/10,2370.197,2374.558,2343.244,2366.572,2140163800,30379309622.0,2356.7722,2353.957142030877,2351.914403197347,2353.2784727272724,36.28335226224551,2350.011715380104
4/16/10,2361.339,2361.339,2328.23,2329.12,1669181100,22220603517.0,2358.3476,2358.4697923660106,2347.7699662523746,2355.0602545454544,75.03880537947514,2349.8944311949713
4/19/10,2296.882,2296.882,2208.772,2210.82,3648958700,43937566892.0,2353.5999,2349.738213478373,2322.8699723883065,2349.7461454545455,40.93495983611932,2347.234258961823
4/20/10,2214.309,2224.733,2180.401,2204.812,2376079200,29866748137.0,2336.7625,2308.0452642169485,2301.4048864995234,2323.7861636363637,18.047642937592066,2345.024204840925
4/21/10,2207.499,2239.291,2189.972,2238.501,2382303200,29954725912.0,2319.3862,2276.615019781143,2289.967816226883,2299.7951636363637,14.075044321678408,2343.1677032193375
4/22/10,2224.325,2224.325,2186.286,2196.224,2680863200,32548822891.0,2307.0081999999998,2264.146700207736,2272.923486003813,2285.0887636363636,19.457785380210375,2340.8039978865386
4/23/10,2195.405,2208.796,2169.47,2185.155,2323821900,28752867540.0,2294.0634,2244.3371569404576,2256.965579457665,2264.946181818182,43.63636679311848,2338.6109106913873
4/26/10,2190.095,2197.591,2168.389,2170.319,1795705400,22406860183.0,2278.0035,2225.781099329382,2241.2116559199076,2245.1446545454546,15.578881483975323,2336.8597778208396
4/27/10,2165.936,2165.936,2103.416,2131.841,2641215500,29773120838.0,2263.2971,2210.482927577172,2221.326082116288,2225.5656545454544,57.792644730638706,2333.6385668141615
4/28/10,2115.675,2137.431,2103.717,2126.529,1621543400,18696454347.0,2239.9975,2186.9404604131933,2204.0902490042354,2201.6645454545455,14.138899769095985,2331.6033490225236
4/29/10,2139.995,2156.083,2123.855,2124.392,1674506900,19826980556.0,2215.9893,2168.815920635764,2189.5996582761923,2181.0339090909097,10.82860767055178,2329.6628912191354
4/30/10,2133.069,2150.033,2114.119,2149.453,2116768700,24700872546.0,2191.7713,2154.43081814248,2182.300265862339,2164.3798545454542,6.009465610623316,2327.302065057003
5/4/10,2103.673,2130.757,2096.118,2109.812,1583137900,18275086865.0,2173.8046000000004,2149.595790504066,2169.1205811600953,2156.6856181818184,7.159594097130735,2325.340154286199
5/5/10,2078.193,2110.783,2051.186,2110.045,2425819400,30562916109.0,2163.7038000000002,2137.490942223247,2158.3795664037143,2145.0506,22.36561707511822,2322.105260902427
5/6/10,2089.653,2089.653,2005.062,2007.012,2274733700,27533104795.0,2154.2271,2130.2087904226287,2130.858190693948,2135.2944545454543,61.43537268640752,2318.42746910048
5/7/10,1969.623,2012.969,1956.829,1980.168,2576883400,29708888806.0,2131.0781999999995,2092.0555326856434,2103.459974204139,2108.5280727272725,5.216279718931106,2313.652054383892
5/10/10,1987.1,2016.855,1968.004,2007.522,1926936400,22960072553.0,2109.4726,2058.176601026832,2086.0167061670227,2081.0898545454547,7.021493632015698,2310.3181799227345
5/11/10,2048.249,2051.272,1957.758,1967.66,2427543700,28950358960.0,2091.7093,2042.5611404393662,2064.4973050457456,2062.553381818182,16.68428972802372,2306.148380461397
5/12/10,1956.506,2002.807,1943.515,2001.131,2327024200,27358025265.0,2071.4434,2019.0038900444538,2052.976158673792,2039.998963636364,10.864374263616252,2302.13165133317
5/13/10,1999.107,2044.825,1996.954,2041.556,2468601100,28479328730.0,2058.3724,2013.491972178849,2050.8997661876474,2027.2148909090906,29.032786357346197,2298.5666635328544
5/14/10,2024.617,2035.406,2012.492,2019.73,1591753700,18731949770.0,2049.8751,2021.8508155644827,2045.2325359717115,2024.1573636363637,42.35986859801692,2296.2731780801378
5/17/10,1994.469,1994.469,1924.036,1927.692,2123860200,23632146922.0,2039.4088999999997,2021.9224821166572,2023.8615294314004,2018.6764363636364,56.318911942045325,2292.4623733405806
5/18/10,1928.987,1977.137,1919.074,1968.37,2197260100,23126929205.0,2017.2328000000002,1992.533577347099,2013.772160443873,1998.3642727272725,17.134629553038266,2288.675571798862
5/19/10,1952.915,1986.601,1932.825,1956.22,1822032300,18859231842.0,2003.0885999999998,1985.291085816271,2003.3081312722597,1989.480127272727,37.240732357603726,2285.6332707475244
5/20/10,1939.496,1971.258,1920.994,1925.244,1614273900,18467151059.0,1987.7060999999999,1973.6593328383678,1989.1146528591214,1980.9585636363638,15.222864693832037,2282.8273592644377
5/21/10,1879.261,1944.702,1874.318,1943.429,2098663300,21335366192.0,1979.5292999999997,1958.3764564284422,1980.808170521099,1969.6018181818183,25.958309414162706,2279.055551182962
5/24/10,1955.069,2017.324,1955.069,2007.763,2944582700,31709151109.0,1975.8554,1954.664902296024,1985.709048608172,1963.0381272727275,59.884406859119956,2274.9395936992823
5/25/10,1992.166,1994.187,1950.637,1958.458,2090538500,22220182886.0,1975.8794999999998,1969.4683287696528,1980.7543124975953,1968.8395090909094,35.68814673053147,2271.8292252118995
5/26/10,1962.926,1974.787,1948.403,1957.943,1385329900,14345503434.0,1974.9592999999998,1967.1107030446851,1976.606801134396,1965.6719636363637,63.64659195922878,2269.75334812721
5/27/10,1952.966,1987.882,1927.671,1982.952,1899476300,20134276361.0,1970.6405,1965.502298325362,1977.760473655415,1962.578090909091,65.94403882077829,2267.0040540276555
5/28/10,2001.195,2005.398,1964.408,1973.622,1859204600,19435453572.0,1964.7801000000004,1970.120678349286,1977.0080238998848,1964.8165454545453,35.300071991703895,2264.4924162389893
5/31/10,1961.699,1975.587,1924.893,1926.109,1757968000,17448137940.0,1960.1693,1968.571229147754,1967.7536559180876,1966.4241636363636,17.964351490098906,2261.836910782023
6/1/10,1916.623,1938.176,1895.906,1911.432,1832761800,17833765461.0,1960.011,1956.9816132213098,1957.5133548420717,1960.2313818181817,67.47902426379248,2258.8844554043794
6/2/10,1897.577,1908.541,1876.197,1907.902,1681103800,15780616580.0,1954.3172,1942.9735218273822,1948.4931085071496,1951.3988363636367,28.299442792755425,2256.083572234722
6/3/10,1915.154,1927.404,1894.362,1895.147,1482624100,14712167740.0,1949.4854,1931.5770699478649,1938.7938160513042,1942.959709090909,20.87181490858406,2253.7041019679546
6/4/10,1884.428,1899.232,1877.699,1894.45,1262509800,13017491081.0,1946.4757000000002,1921.1617302038117,1930.731304041976,1933.0800000000002,54.986345944723325,2251.6159726295505
6/7/10,1863.674,1873.268,1843.405,1853.363,1565478300,15224534159.0,1941.5778000000003,1914.965487409585,1916.6643396707077,1923.620781818182,75.78435534791191,2248.8207591724654
6/8/10,1853.582,1866.914,1829.442,1845.13,1301961100,13662957057.0,1926.1378000000004,1895.0919969715148,1903.6580960942154,1907.5817272727274,3.9810825216070613,2246.4703355034685
6/9/10,1854.097,1914.076,1829.547,1906.896,2465362600,25915470215.0,1914.8050000000003,1880.0888504047368,1904.246805895267,1892.8530363636364,9.919376487462808,2242.4924764619777
6/10/10,1882.6,1891.961,1871.994,1873.824,1474179900,14839141180.0,1909.7003,1888.83743763354,1898.715386641582,1891.415036363636,64.79753696750923,2240.127625154005
6/11/10,1884.505,1901.245,1880.626,1883.196,1334345400,14233750234.0,1898.7875,1884.0698569361612,1895.893679979476,1884.892072727273,27.967170020120868,2238.0667770804434
6/17/10,1897.62,1901.571,1881.672,1882.133,1064799400,10797522281.0,1889.7449000000001,1882.4655752047395,1893.3917381650258,1882.0572545454547,18.48253177089584,2236.4399545219912
6/18/10,1881.852,1900.472,1865.328,1870.871,1414844700,15107373284.0,1885.3473000000001,1881.95121372036,1889.2970584986574,1880.6732727272727,30.405797586265116,2234.2428080717555
6/21/10,1880.127,1938.74,1873.694,1933.616,2404323900,26023553545.0,1881.2912000000001,1878.5274358413549,1897.355047862538,1878.041218181818,36.83071901866711,2230.9471664432967
6/22/10,1926.629,1937.958,1920.52,1930.002,1330734700,14202509388.0,1883.8626000000004,1894.6937079088486,1903.2908573420764,1887.5548181818185,49.9085514425875,2229.2326664020475
6/23/10,1921.401,1933.361,1898.265,1913.626,1242172300,12853256176.0,1887.3481,1905.2665070113392,1905.1699741889715,1895.9438,62.45995601561,2227.573680375424
6/24/10,1907.911,1935.858,1902.053,1914.646,1063107600,11438643466.0,1889.2657,1906.613748852371,1906.8928879727948,1900.7215999999999,29.14479327164422,2226.17865292456
6/25/10,1905.805,1927.227,1901.003,1915.91,1254010200,12715860130.0,1895.3939999999998,1908.7908623241578,1908.5323628868318,1905.3361999999997,51.625621911153694,2224.534359966388
6/28/10,1915.296,1931.51,1907.339,1910.469,1115478800,11500174286.0,1902.4720000000002,1912.671340249884,1908.8844787255896,1909.0663818181818,88.4889607416256,2223.0943027136273
6/29/10,1911.171,1914.9,1832.247,1833.037,2067933500,18726720633.0,1902.8293,1911.076436031426,1895.0940280482096,1910.5203818181817,21.805518370866007,2219.975632729506
6/30/10,1821.814,1830.618,1810.578,1819.109,1423527100,12286540217.0,1898.7506,1887.9293410253608,1881.2785684030805,1897.830872727273,41.41035535464151,2217.624836584023
7/1/10,1814.567,1826.518,1798.197,1799.881,1190818800,10840577959.0,1892.3419000000001,1867.2532115987838,1866.4790105116112,1883.3505818181816,22.543115251015934,2215.621209755872
7/2/10,1798.355,1817.282,1771.491,1812.58,1820285700,15325113770.0,1884.1167,1846.7234244937251,1856.679190418591,1866.539509090909,15.717439024811913,2212.53855693656
7/5/10,1795.477,1811.332,1776.38,1797.66,1262019900,11016526935.0,1878.2876000000003,1838.2527880954578,1845.9484285243016,1853.5328363636365,72.40159144434095,2210.400778340603
7/6/10,1793.245,1826.619,1790.858,1826.395,1591141300,13452268567.0,1864.6919999999998,1825.9728651118323,1842.393259701701,1838.873272727273,9.81165356790066,2207.8616028388055
7/7/10,1822.331,1829.806,1810.529,1829.557,1151635400,10774505575.0,1854.3313000000003,1825.6369241105203,1840.0593943013916,1831.9101818181819,21.231286288166924,2206.084119227626
7/8/10,1837.237,1846.435,1822.318,1828.131,1165301900,11413910786.0,1845.9243999999999,1826.8417593527622,1837.8905953375022,1827.4057636363639,35.81007160122402,2204.3440731899586
7/9/10,1830.285,1883.432,1815.576,1870.303,2075979400,20852987305.0,1837.2729,1827.2642364184067,1843.7837598215926,1824.1706,35.84237120877421,2201.48256671266
7/12/10,1868.421,1897.632,1859.506,1887.671,2115138400,23168415843.0,1832.7122000000004,1840.022170709904,1851.7632580358484,1830.1760727272726,47.04761772007986,2198.824233151682
7/13/10,1867.309,1869.037,1848.547,1859.152,1486955300,15104003481.0,1830.4324000000001,1852.1295571488758,1853.106665665694,1840.1685818181818,20.380726918482882,2196.849906501649
7/14/10,1863.747,1893.682,1863.443,1873.038,1763937200,17694633395.0,1833.0439,1853.842858477406,1856.7305446355676,1845.3903272727275,42.89420983521548,2194.659220374284
7/15/10,1870.365,1890.752,1839.969,1840.668,1466386400,13907413275.0,1838.4368000000002,1859.058257525407,1853.8100819745553,1852.6619818181819,42.895728479530874,2192.7499441523773
7/16/10,1833.996,1844.397,1818.176,1839.219,1169994400,11060297314.0,1842.5155000000002,1853.8998955864904,1851.1571579791816,1853.0676545454544,65.18310835472646,2191.1377683357946
7/19/10,1822.443,1884.632,1818.515,1878.528,1729834400,17645179053.0,1845.1794000000002,1849.0741738390348,1856.1336747102396,1852.4682909090911,35.84661264633115,2188.9562554546555
7/20/10,1880.249,1915.49,1880.24,1909.965,2553464200,25605616334.0,1853.2662,1858.7220143153259,1865.9211883992868,1858.531672727273,80.58892101613651,2186.1869765120023
7/21/10,1912.203,1925.484,1903.296,1914.33,2259816900,20787652385.0,1861.6232,1874.1842286944618,1874.7227905085072,1868.840545454545,73.57642646463518,2183.8859316408366
7/22/10,1906.929,1936.23,1903.992,1933.877,2047407900,19710032876.0,1870.1004999999998,1886.187679115616,1885.4781013251422,1878.4235999999999,69.7643879254329,2181.9131754874466
7/23/10,1937.373,1956.417,1932.093,1945.451,2424473500,23558455190.0,1880.6751,1901.6857300010138,1896.3822647205707,1890.0193272727274,88.35898513306824,2179.793832194195
7/26/10,1948.629,1955.672,1929.847,1951.87,1649231900,17167232454.0,1888.1899,1915.305914013173,1906.470943862285,1901.7967636363633,83.662286647214,2178.380571605677
7/27/10,1945.04,1947.412,1931.191,1936.074,1515353800,15624419631.0,1894.6097999999997,1925.4695486465982,1911.8533177055058,1913.3749636363639,40.330957110350276,2177.0552190702633
7/28/10,1937.858,1986.258,1929.796,1983.628,2996562500,28729137007.0,1902.3020000000001,1929.0431291833804,1924.903259940868,1920.913909090909,80.49037301632642,2174.7828635778533
7/29/10,1984.464,2002.112,1979.041,1993.87,3976729800,32599753362.0,1913.361,1944.504218047353,1937.4426672243465,1935.7004545454545,44.42306045754473,2172.1966225959277
7/30/10,1990.454,1991.341,1972.567,1986.76,2256868100,19379790449.0,1928.6811999999998,1959.273021969567,1946.4094550017378,1950.3384545454546,85.78953540297636,2170.696563256769
8/2/10,1984.124,2019.249,1982.752,2015.655,2627898500,22355380236.0,1943.4352999999999,1968.629497334991,1958.9995540923308,1960.8982363636362,92.71616818244283,2169.1845357543875
8/3/10,2019.66,2022.545,1978.072,1978.414,2890122100,25408281859.0,1957.148,1983.625165574775,1962.5294533482706,1974.0290909090907,92.76168068624872,2167.42473765925
8/4/10,1975.738,1988.31,1948.911,1981.525,2472010900,22054055834.0,1963.9929,1982.185116348531,1965.9831891031304,1977.8956363636362,65.40833961845237,2165.776952721316
8/5/10,1980.775,1980.775,1945.381,1954.336,2385687400,21812079253.0,1970.7124000000003,1982.5392358131917,1963.8655183571063,1981.0832909090907,75.49601277444903,2164.1095621556096
8/6/10,1953.063,1980.852,1934.57,1979.228,2400015200,22212498360.0,1972.7583000000002,1974.4052019224268,1966.6586968376323,1978.1057636363635,59.634751279496,2162.497413039092
8/9/10,1974.968,1992.433,1968.201,1988.017,2543824000,25108659101.0,1976.136,1976.033362208032,1970.5420246853353,1979.2820727272726,61.35794405050219,2160.969979558456
8/10/10,1989.549,1991.898,1933.72,1934.587,2937958700,25380027279.0,1979.7507,1979.1822556423024,1964.0047474698194,1981.4422545454545,40.513385108461634,2158.951158768345
8/11/10,1930.361,1950.788,1928.304,1939.844,2060559300,16598116610.0,1979.6019999999996,1967.146961748706,1959.6118842934886,1973.2306727272728,70.3559437984597,2157.4653125735467
8/12/10,1924.716,1941.676,1911.685,1914.451,2084903400,17383936432.0,1975.2236,1959.24538437412,1951.4008144219451,1966.0019454545454,49.164452609128766,2155.866237163045
8/13/10,1915.811,1931.71,1902.625,1930.671,2270082400,18400212711.0,1967.2817,1945.606229159845,1947.6317572543185,1954.9523818181822,24.213696221969712,2154.142830216397
8/16/10,1926.391,1974.72,1920.458,1971.295,2793326600,27485451199.0,1961.6727999999998,1941.9418726438769,1951.9341650262604,1948.295890909091,62.58645386087765,2152.3601916127905
8/17/10,1974.685,1984.488,1965.449,1979.789,2540554800,25307316270.0,1957.2368000000001,1949.6958447759127,1956.9986804760313,1950.045381818182,27.016365259685866,2150.9371130395048
8/18/10,1982.294,1997.448,1971.463,1974.664,2491141000,23947621607.0,1957.3743000000002,1958.811669393103,1960.2105567531164,1954.1457818181818,59.37492916375574,2149.600266903553
8/19/10,1979.219,2005.296,1972.045,1994.162,2862552800,28655108870.0,1956.6882,1962.7993466206658,1966.3835464343679,1957.2893636363635,31.161283976362302,2148.173365151536
8/20/10,1985.583,1998.415,1964.0,1967.061,2598319800,24863385334.0,1960.6708000000003,1972.9112800242772,1966.5067198099373,1964.1027818181817,78.97584269723104,2146.7870340287227
8/23/10,1963.312,1982.467,1957.802,1962.778,1539157500,15385989842.0,1959.4541000000002,1971.4044635133403,1965.8287707535849,1965.2646363636363,58.76208507622878,2145.9343879097396
8/24/10,1959.61,1979.711,1938.679,1960.055,1926221400,17586903454.0,1956.9302,1967.307259203931,1964.778994252933,1965.8689818181817,18.271232724327575,2144.8301212875526
8/25/10,1948.457,1954.945,1914.763,1914.997,2240860400,19242828809.0,1959.477,1965.2800786811508,1955.7277225705814,1966.4371272727274,61.68539974653293,2143.3480110847763
8/26/10,1922.9,1930.215,1907.461,1914.636,1434999000,14067579330.0,1956.9923,1949.47786567702,1948.256500285021,1958.3498545454545,20.253716319845687,2142.3623979617837
8/27/10,1914.215,1919.07,1903.912,1917.581,1243820000,12397953040.0,1957.0108,1939.483480827792,1942.6791365968354,1950.6487090909088,58.96324360711237,2141.500271416293
8/30/10,1926.115,1948.417,1922.916,1942.559,2173314800,20676278373.0,1955.7017999999996,1934.0602640309921,1942.6572935792287,1943.4796545454547,74.37458819343485,2140.1692228678567
8/31/10,1935.406,1935.521,1916.718,1923.907,2061555100,20071056070.0,1952.8282,1936.8498192981951,1939.248149292096,1941.0900545454547,56.37388319520076,2138.8450426774193
9/1/10,1927.719,1949.933,1905.726,1917.33,2506857400,23828261203.0,1947.2399999999998,1932.822204943624,1935.2630312389874,1935.8316545454547,28.081200121274634,2137.248839767749
9/2/10,1941.086,1945.51,1928.544,1935.922,2166539300,25716066256.0,1941.5066,1928.7253137010368,1935.3828437409898,1930.3934727272729,59.96699779094059,2135.9671222028246
9/3/10,1937.847,1938.121,1913.408,1929.186,2331474300,24025999163.0,1935.6825999999996,1930.1187834184107,1934.2561448789913,1929.3780909090908,20.16719018480357,2134.5393923665933
9/6/10,1938.539,1977.661,1936.502,1975.677,3344016400,33385822026.0,1931.8951000000002,1929.7179642437409,1941.7872094464474,1928.1968909090908,34.849797529481286,2132.878163034356
9/7/10,1979.285,1983.507,1962.794,1973.14,2275479500,23688060997.0,1933.185,1943.4287569603162,1947.4877168198204,1936.1572363636365,59.4036456863219,2131.830763892459
9/8/10,1963.633,1963.633,1946.042,1956.33,2563014100,28704683915.0,1934.4935,1951.0693528952772,1949.095404670762,1943.4217818181814,26.136962154283445,2130.536749618712
9/9/10,1957.957,1957.957,1915.088,1918.286,2568193300,27128256132.0,1938.6267999999995,1952.6373496702054,1943.4936947306232,1947.3920545454548,61.671185154514816,2129.077482891009
